Text,Source,User.Name,User.Screen_name,User.Location,User.Url,User.Description,User.Verified,User.Followers_count,User.Friends_count,User.Listed_count,User.Favourites_count,User.Statuses_count,User.Created_at,User.default_profile_image,User.following,Is_quote_status,Retweeted_status,Quote_count,Reply_count,Retweet_count,Favorite_count,Favorited,Retweeted,Possibly_sensitive,TweetLength,NumberOfWords,HasUrl,UrlCount,HasMentions,MentionsCount,HasHashtags,HashtagsCount,HasQuestionMark,QuestionMarkCount,HasExclamation,ExclamationCount,HasSpecialCharacter,SpecialCharacterCount,HasEmotions,EmotionsCount,AccountAge,FollowersToAccountAge,FriendsToAccountAge,StatusesCountToAccountAge,Class
"The world would be a far better place if all religious fanatics followed this advice
#CharlieHebdo http://t.co/HD43ebNTbT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Graham Love,GLove39,Aberdeen,http://t.co/E9HwWBocDK,"- Film maker & Freelance animator, specialising in stop motion - Owner of GLove Productions - & massive Scotland fan -",FALSE,666,222,17,2894,8473,Tue Sep 22 17:14:20 +0000 2009,FALSE,FALSE,FALSE,null,null,null,2570,1504,FALSE,FALSE,FALSE,121,16,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,111,37,1412.166667,non-rumour
Please don't watch or share the video of  execution of a policeman. Spare a thought for his family and all innocents killed. #CharlieHebdo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sukh Sandhu,SukhSandhu,Global Citizen,http://t.co/6Ak1Z3DubD,"Official Account #ISO 9001 Auditor, Designer/Developer #Lecturer #Migration Agent, Top 500 #Blogger #Writer #Poet #Consultant #National #Compliance #Manager",FALSE,692609,120866,284,15483,30558,Sun Mar 29 16:53:41 +0000 2009,FALSE,FALSE,FALSE,null,null,null,447,57,FALSE,FALSE,FALSE,138,24,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,115434.8333,20144.33333,5093,non-rumour
World?s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WAN-IFRA,NewspaperWorld,"Paris, France",http://t.co/AGUJNA1RED,News and analysis about the global newspaper industry from the World Association of Newspapers and News Publishers,FALSE,20425,11289,1327,71,19320,Thu Jan 22 17:19:06 +0000 2009,FALSE,FALSE,FALSE,null,null,null,100,25,FALSE,FALSE,FALSE,112,9,TRUE,2,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,3404.166667,1881.5,3220,non-rumour
". 
                 Take a stand and RT:

                  I am #CharlieHebdo
                  I am #CharlieHebdo http://t.co/OpdN8c5VQo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tarek Fatah  ????? ,TarekFatah,"Columnist, The Toronto Sun",http://t.co/0Q9XV6DHlR,Author 'Chasing a Mirage: Tragic Illusion of an Islamic State (2008) & 'The Jew is Not My Enemy' (2010). Host at CFRB NewsTalk1010. Fellow at Middle East Forum,FALSE,53744,1517,979,72,50139,Fri Nov 21 14:51:32 +0000 2008,FALSE,FALSE,FALSE,null,null,null,873,222,FALSE,FALSE,TRUE,138,64,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,7677.714286,216.7142857,7162.714286,non-rumour
"#CharlieHebdo: Angela Merkel says shooting in France is not only attack on French citizens, but on freedoms of press and speech (@Reuters)","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",euronews,euronews,Europe,http://t.co/tLR3OKNe0U,Most watched news channel in Europe. We tweet in 13 languages. Choose yours: http://t.co/oJUYq0FdJC,TRUE,129446,337,4084,615,48432,Wed Mar 18 12:57:11 +0000 2009,FALSE,FALSE,FALSE,null,null,null,101,32,FALSE,FALSE,FALSE,138,22,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,6,21574.33333,56.16666667,8072,non-rumour
"Thoughts with those affected by #CharlieHebdo attack, particularly those brave #police colleagues killed in the line of duty. #policefamily","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ACPO,PoliceChiefs,United Kingdom,http://t.co/rDEIdxyYPJ,"The Association of Chief Police Officers (ACPO) brings together the expertise and experience of the UK's chief police officers.

*We don't monitor Twitter 24/7*",TRUE,20697,437,290,168,6303,Thu Feb 03 16:27:30 +0000 2011,FALSE,FALSE,FALSE,null,null,null,108,68,FALSE,FALSE,FALSE,139,19,FALSE,0,FALSE,0,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4,5174.25,109.25,1575.75,non-rumour
Map showing the location of the #CharlieHebdo offices and the direction the attackers fled http://t.co/N28zmSCwVV http://t.co/q9EYxtcjJy,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Guardian news,guardiannews,London,http://t.co/xVXmcbsRq4,Latest news from the Guardian,TRUE,1555258,1319,27152,5,82032,Thu Feb 22 12:32:47 +0000 2007,FALSE,FALSE,FALSE,null,null,null,172,37,FALSE,FALSE,FALSE,136,16,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,8,194407.25,164.875,10254,non-rumour
"Today, as journalists ""bravely"" voice support for #CharlieHebdo, ask them for their piece calling on Yale to publish the Muhammad cartoons.","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Will Antonin,Will_Antonin,,null,"Conservative academic. I tweet media criticism, politics, arts & culture, higher ed, & anything thought-provoking. Also, nonsense.",FALSE,7610,329,270,8893,23793,Sat Mar 10 02:16:54 +0000 2012,FALSE,FALSE,FALSE,null,null,null,138,91,FALSE,FALSE,FALSE,139,21,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3,2536.666667,109.6666667,7931,non-rumour
A real Muslim cannot be a terrorist. *** #CharlieHebdo http://t.co/rfluRMZ5Xu,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",?srafil Aydemir,israfilaydemir,?stanbul,null,Elektrik & Elektronik MÅhendisi,FALSE,36527,1041,63,34,7297,Wed Jun 13 08:05:33 +0000 2012,FALSE,FALSE,FALSE,null,null,null,174,37,FALSE,FALSE,FALSE,77,10,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,3,12175.66667,347,2432.333333,non-rumour
France is at its highest possible terror threat level after the #CharlieHebdo attack. http://t.co/1z7NtGWe5i http://t.co/kopINQNwfj,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sky News,SkyNews,"London, UK",http://t.co/7witOoeYyy,"Stories direct from the @SkyNews newsroom. Tweet us your queries and questions. For breaking news, follow @SkyNewsBreak.",TRUE,1787008,17,14704,2,122339,Thu Jul 19 14:42:53 +0000 2007,FALSE,FALSE,FALSE,null,null,null,198,31,FALSE,FALSE,FALSE,131,15,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,8,223376,2.125,15292.375,non-rumour
"George Orwell: ?If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Stewart Wood,StewartWood,stewart.wood@parliament.uk,null,"Labour peer, Shadow Cabinet member, adviser to Ed Miliband; aficionado of Jethro Tull, alt-country, cricket & Liverpool FC. aka Lord Wood of Anfield.",FALSE,9607,514,172,7,2921,Mon May 31 21:04:49 +0000 2010,FALSE,FALSE,FALSE,null,null,null,151,81,FALSE,FALSE,FALSE,129,23,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,1921.4,102.8,584.2,non-rumour
"I am shaking with rage at the attack on Charlie Hebdo. It's an attack on the free world. The entire free world should respond, ruthlessly.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Roger Cohen,NYTimesCohen,,http://t.co/PFM4YqYvFP,Op-Ed columnist for The New York Times and author of forthcoming The Girl from Human Street: Ghosts of Memory in a Jewish Family.,TRUE,37379,1059,1300,8,3131,Fri Jun 18 15:40:40 +0000 2010,FALSE,FALSE,FALSE,null,null,null,524,293,FALSE,FALSE,FALSE,138,25,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,7475.8,211.8,626.2,non-rumour
"Stop hijacking our faith you crazed murderers!

Thoughts and prayers with victims &amp; their families.

 #Charliehebdo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mariam Veiszadeh,MariamVeiszadeh,Australia,http://t.co/Wms4efRMAN,"OFFICIAL | Lawyer, Opinion Writer, & Political Junkie 

@Welcome2Aussie Ambassador @IslamophobiaReg Founder",FALSE,13411,1329,175,2583,12136,Mon Jun 07 14:10:21 +0000 2010,FALSE,FALSE,FALSE,null,null,null,243,259,FALSE,FALSE,FALSE,119,15,FALSE,0,FALSE,0,TRUE,1,FALSE,0,TRUE,1,TRUE,1,FALSE,0,5,2682.2,265.8,2427.2,non-rumour
Either we insist to coexist or we're all going to lose. #CharlieHebdo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Iyad El-Baghdadi,iyad_elbaghdadi,Seeking asylum in Norway,http://t.co/9AqOwa5lFx,"Startup consultant, Arab Spring activist, author. Islamic libertarian. Made in the UAE, expelled from the UAE. #ArabTyrantManual #ArabSpringManifesto",FALSE,34493,1659,1429,6421,74126,Wed Jan 07 15:56:57 +0000 2009,FALSE,FALSE,FALSE,null,null,null,295,161,FALSE,FALSE,FALSE,69,12,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,5748.833333,276.5,12354.33333,non-rumour
Best journalistic answer to terrorist attack on #CharlieHebdo is for news outlets to publish #CharlieHebdo cartoons on  websites/front pages,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Benjamin Weinthal,BenWeinthal,"Berlin, Germany ",http://t.co/SfJQOsvEZp,European Affairs Correspondent at The Jerusalem Post. Research Fellow @FollowFDD. RT/follow ? endorsement.,FALSE,4248,978,194,7333,26912,Mon May 16 01:51:36 +0000 2011,FALSE,FALSE,FALSE,null,null,null,398,170,FALSE,FALSE,FALSE,140,20,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,1,FALSE,0,4,1062,244.5,6728,non-rumour
"Charlie Hebdo, the magazine that dared to poke fun at religion http://t.co/L5wXIOOr2p http://t.co/SpDK2rMW4K","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",New Statesman,NewStatesman,United Kingdom,http://t.co/qFrKugKD4U,Britain's leading politics and current affairs magazine. Now available on iPad and iPhone: http://t.co/KkyP4nEh17,TRUE,95783,3311,3507,8,26114,Mon Feb 02 13:37:55 +0000 2009,FALSE,FALSE,FALSE,null,null,null,105,29,FALSE,FALSE,FALSE,108,13,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,15963.83333,551.8333333,4352.333333,non-rumour
"George Orwell: ?If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Birgitt? J¢nsd¢ttir,birgittaj,"Reykjavik, Iceland",http://t.co/y1IXxA3Qku,"Poetician & member of #icelandic parliament for the Pirate Party, #Iceland, co-editor Collateral Murder, http://t.co/PJ6Le4TNGL, (r)evolution, WikiLeaks, d-cent",FALSE,23345,3197,1313,5372,15297,Fri Nov 14 08:02:58 +0000 2008,FALSE,FALSE,FALSE,null,null,null,343,182,FALSE,FALSE,FALSE,129,23,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7,3335,456.7142857,2185.285714,non-rumour
Paris terror attack: What you need to know about Charlie Hebdo http://t.co/aEwtP48NRb http://t.co/qwCz9DpYW8,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",NBC News,NBCNews,"New York, NY",http://t.co/UXSP362YuW,A leading source of global news and information for more than 75 years. Have a news tip or question? Ask @jbaiata or @jilliansed.,TRUE,2003215,2892,24918,406,45149,Tue Mar 18 23:19:17 +0000 2008,FALSE,FALSE,FALSE,null,null,null,214,74,FALSE,FALSE,FALSE,108,13,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,6,FALSE,0,7,286173.5714,413.1428571,6449.857143,non-rumour
Here's a rundown of the cartoons the #Muslim savages in Paris just slaughtered 12 people over: http://t.co/lg5H5cxXbW http://t.co/K1m6vMAPWh,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Brad Thor,BradThor,USA,http://www.BradThor.com,"#1 New York Times Bestselling Author. New Thriller, CODE OF CONDUCT July 7, 2015.",TRUE,66380,932,1612,2188,46829,Fri Feb 13 04:51:52 +0000 2009,FALSE,null,FALSE,null,null,null,659,189,FALSE,FALSE,FALSE,140,18,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,11063.33333,155.3333333,7804.833333,non-rumour
"""I have never once in my life seen a fanatic with a sense of humor."" --Amos Oz #CharlieHebdo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Warren Bass,warren_bass,New York,http://t.co/TNVWTpNW6W,Senior editor of The Wall Street Journal's Review section. Recidivist New Yorker. RTs ? much of anything.,TRUE,473,960,14,1,282,Tue Jan 31 19:36:37 +0000 2012,FALSE,FALSE,FALSE,null,null,null,111,53,FALSE,FALSE,FALSE,92,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,3,157.6666667,320,94,non-rumour
"#CharlieHebdo editor wasn't afraid: ""If [extremists] are not amused by our cartoons, they don't need to buy"" them. http://t.co/SOlqU6kJ7b","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Daily Beast,thedailybeast,,http://t.co/ppbT5U18HP,"We make sexy news smart, and smart news sexy.",TRUE,743916,757,20856,953,112996,Wed Aug 27 15:24:02 +0000 2008,FALSE,FALSE,FALSE,null,null,null,165,58,FALSE,FALSE,FALSE,137,19,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,106273.7143,108.1428571,16142.28571,non-rumour
A tragic day for the freedom of speech #jesuischarlie http://t.co/ZkIOXpHeSq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guy Verhofstadt,GuyVerhofstadt,Europe ,http://t.co/ZhJxuAH38d,President of the Alliance of Liberals and Democrats for Europe @ALDEGroup,TRUE,38118,1190,870,604,1465,Mon Oct 01 08:01:16 +0000 2012,FALSE,FALSE,FALSE,null,null,null,570,206,FALSE,FALSE,FALSE,76,10,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,12706,396.6666667,488.3333333,non-rumour
"Fuck you, Islamist nutbags. #JeSuisCharlie http://t.co/yDrzeh0JiT","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Lucy Wainwright,Whoozley,UK,http://musingsbysoggymog.blogspot.com/,"Ornery by nature. Reads too much and/or too little. Nothing to do w/Loudon, Rufus or the other Lucy. Brain works by committee. Not American. Also @WordWrights.",FALSE,11443,325,178,1081,11017,Fri Jun 19 13:32:39 +0000 2009,FALSE,null,FALSE,null,null,null,100,65,FALSE,FALSE,FALSE,65,6,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,1907.166667,54.16666667,1836.166667,non-rumour
Video shows gunmen in #Paris execute police officer and drive away: http://t.co/ehnpb4lVQ8 #CharlieHebdo http://t.co/i5AskWWcW7,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CNN Video,CNNVideo,Everywhere,http://t.co/WzRuCG99xL,Watch CNN's best video and breaking news here!,TRUE,114859,639,1160,8,18956,Mon Jan 10 18:14:32 +0000 2011,FALSE,FALSE,FALSE,null,null,null,591,184,FALSE,FALSE,FALSE,127,14,TRUE,2,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,6,FALSE,0,4,28714.75,159.75,4739,non-rumour
#CharlieHebdo attack: terrified witness films masked gunmen shooting man on pavement http://t.co/4K2F98Q4JT http://t.co/LwggGQP0Ao,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Telegraph News,TelegraphNews,"London, UK",http://t.co/IWZKrpsY6l,"Breaking news, analysis and more from The Daily and Sunday Telegraph. Facebook: http://t.co/Yav0GnTnzi Got a tip? mynews@telegraph.co.uk",TRUE,476895,488,10381,27,116864,Thu Mar 13 11:27:48 +0000 2008,FALSE,FALSE,FALSE,null,null,null,135,27,FALSE,FALSE,FALSE,130,13,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,7,68127.85714,69.71428571,16694.85714,non-rumour
"#JeSuisCharlie trends as social media users express solidarity over Charlie Hebdo attack
http://t.co/4obxI0pj01 http://t.co/eJxcBHyPkE","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",BuzzFeed UK,BuzzFeedUK,London,http://t.co/RPP6bEbGSF,British buzz. Tweets by @maggyvaneijk and @orbyn.,TRUE,91455,849,884,1531,21568,Mon Jan 07 11:49:41 +0000 2013,FALSE,FALSE,FALSE,null,null,null,215,91,FALSE,FALSE,FALSE,134,13,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,2,45727.5,424.5,10784,non-rumour
Every paper or magazine ON EARTH should reprint Charlie Hebdo's 'offending' cartoon tomorrow. They haven't got enough bullets for all of us.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Simon Price,simon_price01,Brighton London Paris Barry,http://t.co/ixvi44Joeh,"Award-winning, devil-horned pop critic (ex-Independent/Melody Maker). Manics biographer, club DJ, presenter. Welsh. Atheist. Socialist. Veggie. 80s throwback.",FALSE,17053,3032,365,5009,32262,Sat Jan 31 12:49:34 +0000 2009,FALSE,FALSE,FALSE,null,null,null,418,259,FALSE,FALSE,FALSE,140,22,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,2842.166667,505.3333333,5377,non-rumour
Shooting at Paris office of #CharlieHebdo magazine ranks as one of the deadliest attacks on Paris in 20 years. http://t.co/hyX5zWvaK2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Wall Street Journal,WSJ,"New York, NY",http://t.co/ISU3VFHHhP,Breaking news and features from the WSJ. Tweets by @rubinafillion @elanazak @allisonlichter @sarahmarshall @toddjolmstead and @carlazanoni.,TRUE,5570728,974,84189,1066,104368,Sun Apr 01 06:22:13 +0000 2007,FALSE,FALSE,FALSE,null,null,null,261,52,FALSE,FALSE,FALSE,133,20,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,696341,121.75,13046,non-rumour
Fight intimidation with controversy: #CharlieHebdo?s response to critics http://t.co/skrY35Fsm1 http://t.co/C5x9C9rCeG,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Guardian news,guardiannews,London,http://t.co/xVXmcbsRq4,Latest news from the Guardian,TRUE,1555197,1319,27151,5,82031,Thu Feb 22 12:32:47 +0000 2007,FALSE,FALSE,FALSE,null,null,null,261,85,FALSE,FALSE,FALSE,118,10,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,8,194399.625,164.875,10253.875,non-rumour
Strongly condemn the terrorist attack on media office in Paris; terror &amp; violence have no place in any corner of world #PresidentMukherjee,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",President of India,RashtrapatiBhvn,New Delhi,http://t.co/7rQCkQvltA,This is the official Twitter account of Rashtrapati Bhavan and is run by President?s Secretariat.  Tweets from the President are signed ? President Mukherjee,TRUE,365457,0,569,1,580,Tue Jul 01 04:35:40 +0000 2014,FALSE,FALSE,FALSE,null,null,null,256,238,FALSE,FALSE,FALSE,142,22,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,1,365457,0,580,non-rumour
"This is a time to stand with the victims, condemn terror, and remind people of Breivik, Mcveigh and others. #perspective #CharlieHebdo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dyab Abou Jahjah,Aboujahjah,Beirut/Brussels,http://www.aboujahjah.org,Daddy of Reem and Sara. President of Movement X. Writer. Columnist @Destandaard. Say it like it is! No Justice No Peace.,FALSE,7510,442,61,584,2480,Wed Jun 17 12:23:18 +0000 2009,FALSE,null,FALSE,null,null,null,103,83,FALSE,FALSE,FALSE,134,21,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,1251.666667,73.66666667,413.3333333,non-rumour
So when do Barack Obama and Hillary Clinton recommend we arrest the rest of the Charlie Hebdo staff for inciting Islamic violence?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ben Shapiro,benshapiro,California,http://t.co/wNSCVTFYLF,"Columnist, http://t.co/K9T89KVW7b, http://t.co/bAy1cFrE, HLS, host on KTTH & KRLA, NYT bestselling author of People vs. Barack Obama http://t.co/pSukb6ehn8",FALSE,84697,191,2197,5,25759,Tue Dec 09 16:40:22 +0000 2008,FALSE,FALSE,FALSE,null,null,null,315,215,FALSE,FALSE,FALSE,130,22,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,7,12099.57143,27.28571429,3679.857143,non-rumour
"The pen is mightier than the sword, and the cowards were afraid of it. So don't stop writing. #JeSuisCharlie #CharlieHebdo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shumyla,shumylaj,Memphis to San Francisco 2015,http://t.co/XSZA8DvitH,"Designer, ENFJ, Globetrotter, Heart-on-Sleever, Cat Hugger, J'aime beaucoup les langues. Oxford commas for life.",FALSE,593,774,25,562,3857,Fri Jan 28 18:05:51 +0000 2011,FALSE,FALSE,FALSE,null,null,null,217,81,FALSE,FALSE,FALSE,122,20,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4,148.25,193.5,964.25,non-rumour
"#CharlieHebdo  journalist: ""We want to laugh at the extremists?every extremist. They can be Muslim, Jewish, Catholic"" http://t.co/TZlKXk6dEi","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",Shashank Joshi,shashj,London,http://t.co/QeN69prf2m,"Senior Research Fellow, Royal United Services Institute || PhD Candidate, Harvard",FALSE,9957,1717,376,1134,57387,Wed Nov 05 00:59:16 +0000 2008,FALSE,FALSE,FALSE,null,null,null,201,77,FALSE,FALSE,FALSE,140,18,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,1422.428571,245.2857143,8198.142857,non-rumour
Video posted online appears to show gunmen fleeing after attack on #CharlieHebdo  magazine office in Paris http://t.co/bEri7HY51w,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",BBC Breaking News,BBCBreaking,"London, UK",http://t.co/vBzl7LOaso,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.",TRUE,12908357,3,102655,0,22774,Sun Apr 22 14:42:37 +0000 2007,FALSE,FALSE,FALSE,null,null,null,562,189,FALSE,FALSE,FALSE,129,18,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,1613544.625,0.375,2846.75,non-rumour
